,_,Model,Corpus,Alpha,Beta,Number of Topics,Top Words,CV Score,C_UCI Score
1879,0,LDA,Compiled Data Challenges - Volunteer,0.9099999999999999,0.01,12,"{'0': ['volunteer', 'wheelchair', 'actually', 'elderly', 'using', 'patient', 'face', 'centre', 'manage', 'example'], '1': ['tell', 'payment', 'fear', 'paylah', 'usually', 'give', 'sure', 'want', 'cause', 'talk'], '2': ['find', 'difficult', 'cannot', 'maybe', 'friend', 'able', 'challenge', 'outside', 'interest', 'session'], '3': ['know', 'even', 'sometimes', 'like', 'quite', 'come', 'want', 'understand', 'easy', 'comfortable'], '4': ['correct', 'senior', 'help', 'like', 'problem', 'well', 'easier', 'happy', 'talk', 'always'], '5': ['senior', 'actually', 'phone', 'know', 'come', 'time', 'explain', 'thing', 'payment', 'data'], '6': ['sometimes', 'learning', 'thing', 'fear', 'english', 'especially', 'button', 'project', 'change', 'teach'], '7': ['know', 'senior', 'make', 'time', 'speak', 'look', 'learn', 'patient', 'language', 'phone'], '8': ['phone', 'simple', 'senior', 'skill', 'smartphones', 'number', 'year', 'stuff', 'pack', 'packing'], '9': ['step', 'draw', 'going', 'thing', 'like', 'usually', 'learn', 'child', 'icon', 'press'], '10': ['think', 'really', 'feel', 'sometimes', 'communicate', 'time', 'might', 'mean', 'work', 'better'], '11': ['need', 'actually', 'back', 'come', 'apps', 'whatsapp', 'senior', 'forget', 'thing', 'chinese']}",0.4378351346166396,-9.028445006156389
1874,0,LDA,Compiled Data Challenges - Volunteer,0.61,symmetric,50,"{'0': ['first', 'walk', 'come', 'think', 'want', 'senior', 'like', 'know', 'manage', 'sometimes'], '1': ['know', 'think', 'actually', 'like', 'senior', 'want', 'sometimes', 'phone', 'thing', 'learn'], '2': ['know', 'like', 'experience', 'think', 'senior', 'come', 'need', 'sometimes', 'find', 'really'], '3': ['easy', 'keep', 'know', 'senior', 'sometimes', 'like', 'think', 'quite', 'really', 'thing'], '4': ['like', 'know', 'sometimes', 'senior', 'really', 'want', 'come', 'make', 'always', 'actually'], '5': ['volunteer', 'know', 'wheelchair', 'explain', 'money', 'payment', 'thing', 'show', 'happy', 'case'], '6': ['last', 'individual', 'senior', 'know', 'younger', 'sometimes', 'really', 'like', 'operation', 'actually'], '7': ['step', 'make', 'usually', 'teach', 'back', 'mean', 'forget', 'language', 'english', 'know'], '8': ['phone', 'digital', 'skill', 'smartphone', 'simple', 'clock', 'gigantic', 'longer', 'make', 'take'], '9': ['like', 'thing', 'know', 'sometimes', 'senior', 'think', 'come', 'learn', 'draw', 'well'], '10': ['create', 'rapport', 'know', 'sometimes', 'senior', 'like', 'think', 'time', 'speak', 'mean'], '11': ['draw', 'going', 'icon', 'apps', 'exactly', 'willing', 'speaking', 'like', 'senior', 'really'], '12': ['operation', 'sometimes', 'thing', 'know', 'senior', 'using', 'well', 'come', 'phone', 'need'], '13': ['senior', 'mimic', 'like', 'whatsapp', 'think', 'know', 'actually', 'really', 'sometimes', 'come'], '14': ['think', 'know', 'come', 'like', 'senior', 'really', 'even', 'sometimes', 'time', 'find'], '15': ['senior', 'know', 'come', 'think', 'sometimes', 'like', 'actually', 'quite', 'even', 'really'], '16': ['know', 'help', 'senior', 'member', 'sometimes', 'like', 'actually', 'time', 'want', 'quite'], '17': ['type', 'simple', 'family', 'course', 'daily', 'interaction', 'like', 'senior', 'come', 'know'], '18': ['tell', 'child', 'payment', 'fear', 'talk', 'paylah', 'well', 'always', 'press', 'build'], '19': ['forgetful', 'know', 'senior', 'think', 'quite', 'thing', 'actually', 'phone', 'really', 'come'], '20': ['like', 'word', 'anything', 'passion', 'know', 'difficult', 'senior', 'sometimes', 'think', 'actually'], '21': ['find', 'different', 'challenge', 'encounter', 'help', 'cannot', 'sometimes', 'change', 'phone', 'come'], '22': ['thing', 'point', 'account', 'kind', 'view', 'know', 'sometimes', 'switch', 'senior', 'think'], '23': ['help', 'cannot', 'covid', 'operate', 'however', 'know', 'senior', 'come', 'think', 'sometimes'], '24': ['know', 'need', 'want', 'elderly', 'project', 'finish', 'like', 'think', 'type', 'without'], '25': ['senior', 'actually', 'really', 'correct', 'sometimes', 'phone', 'think', 'know', 'like', 'thing'], '26': ['senior', 'sometimes', 'even', 'know', 'like', 'come', 'think', 'help', 'people', 'interest'], '27': ['come', 'even', 'technology', 'allow', 'financial', 'correct', 'actually', 'really', 'cannot', 'sometimes'], '28': ['play', 'life', 'think', 'like', 'really', 'sometimes', 'senior', 'need', 'know', 'phone'], '29': ['correct', 'sometimes', 'really', 'know', 'speak', 'like', 'actually', 'senior', 'think', 'need'], '30': ['interest', 'like', 'well', 'know', 'think', 'sometimes', 'senior', 'really', 'come', 'thing'], '31': ['learning', 'senior', 'sometimes', 'even', 'know', 'like', 'come', 'actually', 'work', 'need'], '32': ['actually', 'using', 'sorry', 'data', 'never', 'plan', 'change', 'encourage', 'around', 'especially'], '33': ['else', 'correct', 'senior', 'like', 'know', 'sometimes', 'think', 'want', 'remember', 'make'], '34': ['know', 'senior', 'want', 'like', 'think', 'sometimes', 'actually', 'thing', 'come', 'even'], '35': ['think', 'senior', 'know', 'actually', 'need', 'like', 'come', 'sometimes', 'phone', 'even'], '36': ['three', 'get', 'think', 'senior', 'know', 'like', 'interest', 'feel', 'come', 'actually'], '37': ['barrier', 'like', 'think', 'sometimes', 'come', 'actually', 'quite', 'senior', 'know', 'even'], '38': ['time', 'know', 'might', 'basically', 'something', 'everything', 'learn', 'button', 'able', 'look'], '39': ['sometimes', 'think', 'people', 'feel', 'communicate', 'patient', 'year', 'speak', 'maybe', 'learn'], '40': ['quite', 'mobile', 'phone', 'know', 'sometimes', 'difficult', 'find', 'correct', 'senior', 'actually'], '41': ['issue', 'chinese', 'little', 'come', 'session', 'actually', 'many', 'back', 'understand', 'thing'], '42': ['really', 'easier', 'work', 'packing', 'pack', 'day', 'without', 'home', 'alone', 'nothing'], '43': ['senior', 'really', 'think', 'correct', 'thing', 'like', 'know', 'sometimes', 'even', 'need'], '44': ['know', 'senior', 'difficult', 'sometimes', 'like', 'think', 'even', 'phone', 'need', 'come'], '45': ['problem', 'sure', 'comfortable', 'whether', 'know', 'make', 'step', 'think', 'senior', 'easy'], '46': ['sometimes', 'thing', 'think', 'really', 'know', 'senior', 'like', 'need', 'quite', 'phone'], '47': ['difficult', 'sometimes', 'know', 'senior', 'come', 'help', 'want', 'thing', 'like', 'even'], '48': ['difficult', 'senior', 'sometimes', 'think', 'know', 'come', 'like', 'even', 'phone', 'want'], '49': ['outside', 'senior', 'think', 'like', 'even', 'sometimes', 'know', 'come', 'communicate', 'help']}",0.4156205683025327,-5.352143063375775
1874,0,LDA,Compiled Data Challenges - Volunteer,0.61,symmetric,50,"{'0': ['first', 'walk', 'come', 'think', 'want', 'senior', 'like', 'know', 'manage', 'sometimes'], '1': ['know', 'think', 'actually', 'like', 'senior', 'want', 'sometimes', 'phone', 'thing', 'learn'], '2': ['know', 'like', 'experience', 'think', 'senior', 'come', 'need', 'sometimes', 'find', 'really'], '3': ['easy', 'keep', 'know', 'senior', 'sometimes', 'like', 'think', 'quite', 'really', 'thing'], '4': ['like', 'know', 'sometimes', 'senior', 'really', 'want', 'come', 'make', 'always', 'actually'], '5': ['volunteer', 'know', 'wheelchair', 'explain', 'money', 'payment', 'thing', 'show', 'happy', 'case'], '6': ['last', 'individual', 'senior', 'know', 'younger', 'sometimes', 'really', 'like', 'operation', 'actually'], '7': ['step', 'make', 'usually', 'teach', 'back', 'mean', 'forget', 'language', 'english', 'know'], '8': ['phone', 'digital', 'skill', 'smartphone', 'simple', 'clock', 'gigantic', 'longer', 'make', 'take'], '9': ['like', 'thing', 'know', 'sometimes', 'senior', 'think', 'come', 'learn', 'draw', 'well'], '10': ['create', 'rapport', 'know', 'sometimes', 'senior', 'like', 'think', 'time', 'speak', 'mean'], '11': ['draw', 'going', 'icon', 'apps', 'exactly', 'willing', 'speaking', 'like', 'senior', 'really'], '12': ['operation', 'sometimes', 'thing', 'know', 'senior', 'using', 'well', 'come', 'phone', 'need'], '13': ['senior', 'mimic', 'like', 'whatsapp', 'think', 'know', 'actually', 'really', 'sometimes', 'come'], '14': ['think', 'know', 'come', 'like', 'senior', 'really', 'even', 'sometimes', 'time', 'find'], '15': ['senior', 'know', 'come', 'think', 'sometimes', 'like', 'actually', 'quite', 'even', 'really'], '16': ['know', 'help', 'senior', 'member', 'sometimes', 'like', 'actually', 'time', 'want', 'quite'], '17': ['type', 'simple', 'family', 'course', 'daily', 'interaction', 'like', 'senior', 'come', 'know'], '18': ['tell', 'child', 'payment', 'fear', 'talk', 'paylah', 'well', 'always', 'press', 'build'], '19': ['forgetful', 'know', 'senior', 'think', 'quite', 'thing', 'actually', 'phone', 'really', 'come'], '20': ['like', 'word', 'anything', 'passion', 'know', 'difficult', 'senior', 'sometimes', 'think', 'actually'], '21': ['find', 'different', 'challenge', 'encounter', 'help', 'cannot', 'sometimes', 'change', 'phone', 'come'], '22': ['thing', 'point', 'account', 'kind', 'view', 'know', 'sometimes', 'switch', 'senior', 'think'], '23': ['help', 'cannot', 'covid', 'operate', 'however', 'know', 'senior', 'come', 'think', 'sometimes'], '24': ['know', 'need', 'want', 'elderly', 'project', 'finish', 'like', 'think', 'type', 'without'], '25': ['senior', 'actually', 'really', 'correct', 'sometimes', 'phone', 'think', 'know', 'like', 'thing'], '26': ['senior', 'sometimes', 'even', 'know', 'like', 'come', 'think', 'help', 'people', 'interest'], '27': ['come', 'even', 'technology', 'allow', 'financial', 'correct', 'actually', 'really', 'cannot', 'sometimes'], '28': ['play', 'life', 'think', 'like', 'really', 'sometimes', 'senior', 'need', 'know', 'phone'], '29': ['correct', 'sometimes', 'really', 'know', 'speak', 'like', 'actually', 'senior', 'think', 'need'], '30': ['interest', 'like', 'well', 'know', 'think', 'sometimes', 'senior', 'really', 'come', 'thing'], '31': ['learning', 'senior', 'sometimes', 'even', 'know', 'like', 'come', 'actually', 'work', 'need'], '32': ['actually', 'using', 'sorry', 'data', 'never', 'plan', 'change', 'encourage', 'around', 'especially'], '33': ['else', 'correct', 'senior', 'like', 'know', 'sometimes', 'think', 'want', 'remember', 'make'], '34': ['know', 'senior', 'want', 'like', 'think', 'sometimes', 'actually', 'thing', 'come', 'even'], '35': ['think', 'senior', 'know', 'actually', 'need', 'like', 'come', 'sometimes', 'phone', 'even'], '36': ['three', 'get', 'think', 'senior', 'know', 'like', 'interest', 'feel', 'come', 'actually'], '37': ['barrier', 'like', 'think', 'sometimes', 'come', 'actually', 'quite', 'senior', 'know', 'even'], '38': ['time', 'know', 'might', 'basically', 'something', 'everything', 'learn', 'button', 'able', 'look'], '39': ['sometimes', 'think', 'people', 'feel', 'communicate', 'patient', 'year', 'speak', 'maybe', 'learn'], '40': ['quite', 'mobile', 'phone', 'know', 'sometimes', 'difficult', 'find', 'correct', 'senior', 'actually'], '41': ['issue', 'chinese', 'little', 'come', 'session', 'actually', 'many', 'back', 'understand', 'thing'], '42': ['really', 'easier', 'work', 'packing', 'pack', 'day', 'without', 'home', 'alone', 'nothing'], '43': ['senior', 'really', 'think', 'correct', 'thing', 'like', 'know', 'sometimes', 'even', 'need'], '44': ['know', 'senior', 'difficult', 'sometimes', 'like', 'think', 'even', 'phone', 'need', 'come'], '45': ['problem', 'sure', 'comfortable', 'whether', 'know', 'make', 'step', 'think', 'senior', 'easy'], '46': ['sometimes', 'thing', 'think', 'really', 'know', 'senior', 'like', 'need', 'quite', 'phone'], '47': ['difficult', 'sometimes', 'know', 'senior', 'come', 'help', 'want', 'thing', 'like', 'even'], '48': ['difficult', 'senior', 'sometimes', 'think', 'know', 'come', 'like', 'even', 'phone', 'want'], '49': ['outside', 'senior', 'think', 'like', 'even', 'sometimes', 'know', 'come', 'communicate', 'help']}",0.4156205683025327,-5.352143063375775
1828,0,LDA,Compiled Data Challenges - Volunteer,0.61,0.9099999999999999,10,"{'0': ['volunteer', 'wheelchair', 'elderly', 'patient', 'face', 'push', 'safe', 'example', 'walk', 'actually'], '1': ['exactly', 'camera', 'speaker', 'evening', 'woman', 'exercising', 'drinking', 'spend', 'prefer', 'draw'], '2': ['find', 'cannot', 'maybe', 'well', 'three', 'vocabulary', 'zero', 'passion', 'program', 'factor'], '3': ['mimic', 'sort', 'interacting', 'rapport', 'create', 'better', 'problem', 'something', 'correct', 'easier'], '4': ['stolen', 'plant', 'fruit', 'get', 'flower', 'pointing', 'towards', 'ripens', 'always', 'talk'], '5': ['senior', 'actually', 'know', 'come', 'phone', 'thing', 'help', 'correct', 'sometimes', 'payment'], '6': ['sorry', 'change', 'help', 'project', 'issue', 'signal', 'difficulty', 'level', 'individual', 'auntie'], '7': ['know', 'sometimes', 'like', 'senior', 'think', 'time', 'come', 'learn', 'want', 'make'], '8': ['phone', 'simple', 'senior', 'pack', 'packing', 'skill', 'clock', 'longer', 'gigantic', 'alone'], '9': ['view', 'point', 'everything', 'smooth', 'child', 'factor', 'solution', 'dangerous', 'advice', 'negative']}",0.5273230784616988,-9.167797422391413
1828,0,LDA,Compiled Data Challenges - Volunteer,0.61,0.9099999999999999,10,"{'0': ['volunteer', 'wheelchair', 'elderly', 'patient', 'face', 'push', 'safe', 'example', 'walk', 'actually'], '1': ['exactly', 'camera', 'speaker', 'evening', 'woman', 'exercising', 'drinking', 'spend', 'prefer', 'draw'], '2': ['find', 'cannot', 'maybe', 'well', 'three', 'vocabulary', 'zero', 'passion', 'program', 'factor'], '3': ['mimic', 'sort', 'interacting', 'rapport', 'create', 'better', 'problem', 'something', 'correct', 'easier'], '4': ['stolen', 'plant', 'fruit', 'get', 'flower', 'pointing', 'towards', 'ripens', 'always', 'talk'], '5': ['senior', 'actually', 'know', 'come', 'phone', 'thing', 'help', 'correct', 'sometimes', 'payment'], '6': ['sorry', 'change', 'help', 'project', 'issue', 'signal', 'difficulty', 'level', 'individual', 'auntie'], '7': ['know', 'sometimes', 'like', 'senior', 'think', 'time', 'come', 'learn', 'want', 'make'], '8': ['phone', 'simple', 'senior', 'pack', 'packing', 'skill', 'clock', 'longer', 'gigantic', 'alone'], '9': ['view', 'point', 'everything', 'smooth', 'child', 'factor', 'solution', 'dangerous', 'advice', 'negative']}",0.5273230784616988,-9.167797422391413
1808,0,LDA,Compiled Data Challenges - Volunteer,0.61,0.61,22,"{'0': ['exactly', 'everything', 'smooth', 'fruit', 'correct', 'problem', 'easy', 'spend', 'stubborn', 'mother'], '1': ['exactly', 'everything', 'smooth', 'fruit', 'correct', 'problem', 'easy', 'spend', 'stubborn', 'mother'], '2': ['exactly', 'everything', 'smooth', 'fruit', 'correct', 'problem', 'easy', 'spend', 'stubborn', 'mother'], '3': ['exactly', 'everything', 'smooth', 'fruit', 'correct', 'problem', 'easy', 'spend', 'stubborn', 'mother'], '4': ['exactly', 'everything', 'smooth', 'fruit', 'correct', 'problem', 'easy', 'spend', 'stubborn', 'mother'], '5': ['actually', 'senior', 'volunteer', 'wheelchair', 'issue', 'elderly', 'come', 'data', 'problem', 'chinese'], '6': ['exactly', 'everything', 'smooth', 'fruit', 'correct', 'problem', 'easy', 'spend', 'stubborn', 'mother'], '7': ['know', 'senior', 'sometimes', 'like', 'time', 'come', 'phone', 'thing', 'think', 'need'], '8': ['phone', 'simple', 'senior', 'find', 'switch', 'clock', 'skill', 'year', 'longer', 'gigantic'], '9': ['exactly', 'everything', 'smooth', 'fruit', 'correct', 'problem', 'easy', 'spend', 'stubborn', 'mother'], '10': ['difficult', 'without', 'project', 'nothing', 'working', 'day', 'alone', 'packing', 'pack', 'home'], '11': ['exactly', 'everything', 'smooth', 'fruit', 'correct', 'problem', 'easy', 'spend', 'stubborn', 'mother'], '12': ['something', 'especially', 'outside', 'delete', 'fear', 'supposed', 'approach', 'senior', 'time', 'teach'], '13': ['exactly', 'everything', 'smooth', 'fruit', 'correct', 'problem', 'easy', 'spend', 'stubborn', 'mother'], '14': ['easier', 'cannot', 'covid', 'pack', 'packing', 'experience', 'however', 'glove', 'help', 'much'], '15': ['exactly', 'everything', 'smooth', 'fruit', 'correct', 'problem', 'easy', 'spend', 'stubborn', 'mother'], '16': ['exactly', 'everything', 'smooth', 'fruit', 'correct', 'problem', 'easy', 'spend', 'stubborn', 'mother'], '17': ['exactly', 'everything', 'smooth', 'fruit', 'correct', 'problem', 'easy', 'spend', 'stubborn', 'mother'], '18': ['fear', 'think', 'tell', 'press', 'payment', 'talk', 'paylah', 'thing', 'child', 'basically'], '19': ['exactly', 'everything', 'smooth', 'fruit', 'correct', 'problem', 'easy', 'spend', 'stubborn', 'mother'], '20': ['exactly', 'everything', 'smooth', 'fruit', 'correct', 'problem', 'easy', 'spend', 'stubborn', 'mother'], '21': ['correct', 'help', 'cannot', 'come', 'phone', 'find', 'able', 'different', 'actually', 'session']}",0.661493498703342,-11.60778621078724
1803,0,LDA,Compiled Data Challenges - Volunteer,0.61,0.61,10,"{'0': ['volunteer', 'wheelchair', 'elderly', 'patient', 'push', 'safe', 'example', 'face', 'walk', 'actually'], '1': ['problem', 'exactly', 'spend', 'easy', 'craft', 'camera', 'speaker', 'elderly', 'evening', 'prefer'], '2': ['find', 'cannot', 'maybe', 'three', 'interest', 'passion', 'friend', 'think', 'vocabulary', 'zero'], '3': ['easy', 'something', 'mimic', 'else', 'sort', 'approach', 'password', 'cautious', 'interacting', 'create'], '4': ['plant', 'stolen', 'fruit', 'take', 'get', 'flower', 'pointing', 'towards', 'pluck', 'grows'], '5': ['senior', 'actually', 'come', 'know', 'phone', 'thing', 'help', 'time', 'correct', 'payment'], '6': ['issue', 'help', 'project', 'sometimes', 'thing', 'change', 'actually', 'sorry', 'chinese', 'elderly'], '7': ['know', 'like', 'sometimes', 'senior', 'think', 'learn', 'want', 'time', 'come', 'make'], '8': ['phone', 'senior', 'simple', 'find', 'pack', 'packing', 'switch', 'year', 'skill', 'easier'], '9': ['thing', 'child', 'point', 'topic', 'everything', 'view', 'daily', 'better', 'smooth', 'conversation']}",0.4518817695461858,-8.665168341364147
1783,0,LDA,Compiled Data Challenges - Volunteer,0.61,0.31,18,"{'0': ['volunteer', 'wheelchair', 'elderly', 'face', 'patient', 'actually', 'example', 'push', 'safe', 'walk'], '1': ['cooking', 'happier', 'public', 'recession', 'simpler', 'upon', 'frowned', 'area', 'foundation', 'dialect'], '2': ['easy', 'cannot', 'find', 'interest', 'able', 'maybe', 'difficult', 'passion', 'three', 'know'], '3': ['cooking', 'happier', 'recession', 'public', 'simpler', 'upon', 'frowned', 'area', 'foundation', 'dialect'], '4': ['happier', 'cooking', 'recession', 'public', 'simpler', 'upon', 'frowned', 'area', 'foundation', 'dialect'], '5': ['senior', 'know', 'actually', 'come', 'phone', 'payment', 'explain', 'data', 'like', 'really'], '6': ['project', 'finish', 'actually', 'difficult', 'elderly', 'individual', 'without', 'limited', 'afraid', 'place'], '7': ['know', 'like', 'senior', 'sometimes', 'think', 'want', 'make', 'come', 'tell', 'usually'], '8': ['correct', 'phone', 'senior', 'number', 'simple', 'learning', 'skill', 'year', 'find', 'switch'], '9': ['everything', 'view', 'point', 'account', 'child', 'smooth', 'solution', 'paynow', 'best', 'offer'], '10': ['problem', 'day', 'working', 'together', 'difficult', 'home', 'nothing', 'alone', 'packing', 'pack'], '11': ['exactly', 'camera', 'speaker', 'draw', 'cooking', 'happier', 'recession', 'public', 'going', 'simpler'], '12': ['thing', 'sometimes', 'need', 'actually', 'senior', 'come', 'think', 'know', 'press', 'really'], '13': ['mimic', 'sort', 'interacting', 'rapport', 'create', 'better', 'happier', 'cooking', 'generation', 'recession'], '14': ['easier', 'talk', 'cannot', 'keep', 'covid', 'pack', 'packing', 'however', 'glove', 'helping'], '15': ['frowned', 'upon', 'cooking', 'happier', 'recession', 'public', 'simpler', 'area', 'foundation', 'actually'], '16': ['phone', 'help', 'issue', 'time', 'thing', 'change', 'sometimes', 'different', 'sorry', 'chinese'], '17': ['topic', 'simple', 'daily', 'familiar', 'conversation', 'stuff', 'right', 'regularly', 'activity', 'syllabus']}",0.6131626674943642,-9.59360656050489
1792,0,LDA,Compiled Data Challenges - Volunteer,0.61,0.31,38,"{'0': ['exactly', 'smooth', 'cooking', 'happier', 'everything', 'simpler', 'tidying', 'recession', 'nose', 'cheat'], '1': ['exactly', 'smooth', 'cooking', 'happier', 'everything', 'simpler', 'tidying', 'recession', 'cheat', 'breathe'], '2': ['exactly', 'smooth', 'cooking', 'happier', 'everything', 'simpler', 'tidying', 'recession', 'nose', 'breathe'], '3': ['exactly', 'smooth', 'happier', 'cooking', 'everything', 'simpler', 'tidying', 'recession', 'breathe', 'otherwise'], '4': ['exactly', 'smooth', 'cooking', 'happier', 'everything', 'simpler', 'tidying', 'recession', 'nose', 'otherwise'], '5': ['know', 'senior', 'volunteer', 'phone', 'wheelchair', 'help', 'payment', 'explain', 'come', 'thing'], '6': ['exactly', 'smooth', 'happier', 'cooking', 'everything', 'simpler', 'tidying', 'recession', 'otherwise', 'side'], '7': ['know', 'sometimes', 'senior', 'like', 'come', 'time', 'need', 'think', 'really', 'make'], '8': ['correct', 'phone', 'senior', 'simple', 'number', 'find', 'skill', 'year', 'switch', 'smartphones'], '9': ['exactly', 'smooth', 'cooking', 'happier', 'everything', 'simpler', 'tidying', 'recession', 'side', 'otherwise'], '10': ['problem', 'day', 'working', 'together', 'difficult', 'nothing', 'alone', 'packing', 'pack', 'home'], '11': ['exactly', 'smooth', 'cooking', 'happier', 'everything', 'simpler', 'tidying', 'recession', 'cheat', 'side'], '12': ['something', 'senior', 'delete', 'approach', 'supposed', 'outside', 'fear', 'time', 'especially', 'teach'], '13': ['exactly', 'smooth', 'cooking', 'happier', 'everything', 'simpler', 'tidying', 'recession', 'side', 'breathe'], '14': ['exactly', 'smooth', 'happier', 'cooking', 'everything', 'simpler', 'tidying', 'recession', 'nose', 'breathe'], '15': ['exactly', 'smooth', 'happier', 'cooking', 'everything', 'simpler', 'tidying', 'recession', 'nose', 'breathe'], '16': ['exactly', 'smooth', 'cooking', 'happier', 'everything', 'simpler', 'tidying', 'recession', 'otherwise', 'cheat'], '17': ['exactly', 'smooth', 'cooking', 'happier', 'everything', 'simpler', 'tidying', 'recession', 'nose', 'breathe'], '18': ['tell', 'think', 'fear', 'child', 'thing', 'press', 'talk', 'paylah', 'payment', 'always'], '19': ['exactly', 'smooth', 'happier', 'cooking', 'everything', 'simpler', 'tidying', 'recession', 'nose', 'side'], '20': ['exactly', 'smooth', 'happier', 'cooking', 'everything', 'simpler', 'tidying', 'recession', 'side', 'breathe'], '21': ['able', 'difficult', 'session', 'three', 'using', 'cannot', 'know', 'find', 'different', 'phone'], '22': ['exactly', 'smooth', 'cooking', 'happier', 'everything', 'simpler', 'tidying', 'recession', 'cheat', 'nose'], '23': ['easier', 'chinese', 'cannot', 'much', 'issue', 'helping', 'experience', 'talk', 'covid', 'possibility'], '24': ['exactly', 'smooth', 'happier', 'cooking', 'everything', 'simpler', 'tidying', 'recession', 'nose', 'side'], '25': ['exactly', 'smooth', 'happier', 'cooking', 'everything', 'simpler', 'tidying', 'recession', 'nose', 'breathe'], '26': ['exactly', 'smooth', 'happier', 'cooking', 'everything', 'simpler', 'tidying', 'recession', 'side', 'breathe'], '27': ['exactly', 'smooth', 'cooking', 'happier', 'everything', 'simpler', 'tidying', 'recession', 'breathe', 'side'], '28': ['exactly', 'smooth', 'cooking', 'happier', 'everything', 'simpler', 'tidying', 'recession', 'side', 'otherwise'], '29': ['exactly', 'smooth', 'happier', 'cooking', 'everything', 'simpler', 'tidying', 'recession', 'otherwise', 'nose'], '30': ['exactly', 'smooth', 'happier', 'cooking', 'everything', 'simpler', 'tidying', 'recession', 'breathe', 'side'], '31': ['exactly', 'smooth', 'happier', 'cooking', 'everything', 'simpler', 'tidying', 'recession', 'breathe', 'cheat'], '32': ['actually', 'data', 'encourage', 'senior', 'come', 'plan', 'prepaid', 'change', 'without', 'sorry'], '33': ['exactly', 'smooth', 'cooking', 'happier', 'everything', 'simpler', 'tidying', 'recession', 'breathe', 'cheat'], '34': ['exactly', 'smooth', 'happier', 'cooking', 'everything', 'simpler', 'tidying', 'recession', 'breathe', 'cheat'], '35': ['exactly', 'smooth', 'cooking', 'happier', 'everything', 'simpler', 'tidying', 'recession', 'side', 'otherwise'], '36': ['exactly', 'smooth', 'happier', 'cooking', 'everything', 'simpler', 'tidying', 'recession', 'side', 'breathe'], '37': ['exactly', 'smooth', 'happier', 'cooking', 'everything', 'simpler', 'tidying', 'recession', 'nose', 'otherwise']}",0.6387067005444305,-10.402954547660215
1757,0,LDA,Compiled Data Challenges - Volunteer,0.61,0.01,18,"{'0': ['volunteer', 'wheelchair', 'patient', 'elderly', 'manage', 'centre', 'example', 'push', 'safe', 'walk'], '1': ['think', 'tell', 'problem', 'elderly', 'face', 'talking', 'easy', 'approach', 'craft', 'camera'], '2': ['find', 'well', 'cannot', 'able', 'friend', 'session', 'maybe', 'know', 'challenge', 'interest'], '3': ['like', 'know', 'want', 'quite', 'understand', 'come', 'easy', 'something', 'keep', 'else'], '4': ['senior', 'mother', 'afraid', 'like', 'correct', 'know', 'make', 'sometimes', 'want', 'really'], '5': ['know', 'payment', 'senior', 'explain', 'come', 'phone', 'show', 'thing', 'case', 'singpass'], '6': ['sometimes', 'need', 'people', 'help', 'communicate', 'thing', 'know', 'project', 'using', 'actually'], '7': ['know', 'make', 'step', 'usually', 'draw', 'going', 'look', 'learn', 'senior', 'back'], '8': ['phone', 'might', 'press', 'learning', 'simple', 'senior', 'skill', 'digital', 'year', 'number'], '9': ['thing', 'child', 'everything', 'start', 'point', 'would', 'better', 'know', 'account', 'give'], '10': ['difficult', 'time', 'work', 'mean', 'feel', 'finish', 'nothing', 'together', 'day', 'sense'], '11': ['come', 'actually', 'always', 'open', 'chinese', 'forget', 'place', 'know', 'exactly', 'possibility'], '12': ['sometimes', 'back', 'many', 'teach', 'come', 'time', 'phone', 'senior', 'friendly', 'need'], '13': ['even', 'sometimes', 'senior', 'feel', 'speak', 'type', 'comfortable', 'aware', 'mimic', 'create'], '14': ['talk', 'easier', 'whatsapp', 'much', 'covid', 'experience', 'said', 'maybe', 'cannot', 'apps'], '15': ['really', 'correct', 'happy', 'learn', 'spend', 'every', 'pass', 'stubborn', 'work', 'senior'], '16': ['phone', 'issue', 'fear', 'time', 'language', 'first', 'change', 'mind', 'payment', 'sometimes'], '17': ['actually', 'basically', 'family', 'data', 'phone', 'thing', 'button', 'smartphone', 'come', 'help']}",0.4498181881739433,-8.964670597095765
